,ticker,cik,filing_type,period_end,file_name,url,success
10,0000002178,0000002178,10-Q,2019-06-30,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000002178_2019-06-30_10-Q_0000002178-19-000086_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000002178/000000217819000086/ae-20190630.htm,True
11,0000002178,0000002178,10-Q,2019-03-31,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000002178_2019-03-31_10-Q_0000002178-19-000020_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000002178/000000217819000020/ae-20190331.htm,True
12,0000002178,0000002178,10-Q,2018-09-30,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000002178_2018-09-30_10-Q_0000002178-18-000067_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000002178/000000217818000067/ae-20180930.htm,True
13,0000002178,0000002178,10-Q,2018-06-30,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000002178_2018-06-30_10-Q_0000002178-18-000057_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000002178/000000217818000057/ae-20180630.htm,True
14,0000002178,0000002178,10-Q,2018-03-31,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000002178_2018-03-31_10-Q_0000002178-18-000022_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000002178/000000217818000022/a1q201810-q.htm,True
15,0000002178,0000002178,10-Q,2017-09-30,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000002178_2017-09-30_10-Q_0000002178-17-000081_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000002178/000000217817000081/a3q201710-q.htm,True
16,0000002178,0000002178,10-Q,2017-06-30,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000002178_2017-06-30_10-Q_0000002178-17-000050_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000002178/000000217817000050/a2q201710-qxdocument.htm,True
17,0000002178,0000002178,10-Q,2017-03-31,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000002178_2017-03-31_10-Q_0000002178-17-000038_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000002178/000000217817000038/form10_q.htm,True
18,0000002178,0000002178,10-Q,2016-09-30,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000002178_2016-09-30_10-Q_0000002178-16-000103_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000002178/000000217816000103/form10-q.htm,True
19,0000002178,0000002178,10-Q,2016-06-30,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000002178_2016-06-30_10-Q_0000002178-16-000090_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000002178/000000217816000090/form10q.htm,True
20,0000002178,0000002178,10-Q,2016-03-31,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000002178_2016-03-31_10-Q_0000002178-16-000080_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000002178/000000217816000080/form10_q.htm,True
21,0000002178,0000002178,10-Q,2015-09-30,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000002178_2015-09-30_10-Q_0000002178-15-000048_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000002178/000000217815000048/form10q.htm,True
22,0000002178,0000002178,10-Q,2015-06-30,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000002178_2015-06-30_10-Q_0000002178-15-000040_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000002178/000000217815000040/form10-q.htm,True
23,0000002178,0000002178,10-Q,2015-03-31,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000002178_2015-03-31_10-Q_0000002178-15-000030_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000002178/000000217815000030/form10_q.htm,True
24,0000004447,0000004447,10-K,2019-12-31,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000004447_2019-12-31_10-K_0001564590-20-005545_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000004447/000156459020005545/hes-10k_20191231.htm,True
25,0000004447,0000004447,10-K,2018-12-31,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000004447_2018-12-31_10-K_0001564590-19-003671_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000004447/000156459019003671/hes-10k_20181231.htm,True
26,0000004447,0000004447,10-K,2017-12-31,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000004447_2017-12-31_10-K_0001564590-18-002698_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000004447/000156459018002698/hes-10k_20171231.htm,True
27,0000004447,0000004447,10-K,2016-12-31,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000004447_2016-12-31_10-K_0001564590-17-002225_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000004447/000156459017002225/hes-10k_20161231.htm,True
28,0000004447,0000004447,10-K,2015-12-31,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000004447_2015-12-31_10-K_0001564590-16-013433_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000004447/000156459016013433/hes-10k_20151231.htm,True
29,0000004447,0000004447,10-K,2014-12-31,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000004447_2014-12-31_10-K_0001564590-15-001040_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000004447/000156459015001040/hes-10k_20141231.htm,True
30,0000004447,0000004447,10-Q,2020-09-30,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000004447_2020-09-30_10-Q_0001628280-20-015747_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000004447/000162828020015747/hes-20200930.htm,True
31,0000004447,0000004447,10-Q,2020-06-30,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000004447_2020-06-30_10-Q_0001628280-20-011992_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000004447/000162828020011992/hes-20200630.htm,True
32,0000004447,0000004447,10-Q,2020-03-31,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000004447_2020-03-31_10-Q_0001564590-20-022922_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000004447/000156459020022922/hes-10q_20200331.htm,True
33,0000004447,0000004447,10-Q,2019-09-30,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000004447_2019-09-30_10-Q_0001564590-19-041724_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000004447/000156459019041724/hes-10q_20190930.htm,True
34,0000004447,0000004447,10-Q,2019-06-30,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000004447_2019-06-30_10-Q_0001564590-19-029357_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000004447/000156459019029357/hes-10q_20190630.htm,True
35,0000004447,0000004447,10-Q,2019-03-31,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000004447_2019-03-31_10-Q_0001564590-19-014806_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000004447/000156459019014806/hes-10q_20190331.htm,True
36,0000004447,0000004447,10-Q,2018-09-30,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000004447_2018-09-30_10-Q_0001564590-18-028852_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000004447/000156459018028852/hes-10q_20180930.htm,True
37,0000004447,0000004447,10-Q,2018-06-30,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000004447_2018-06-30_10-Q_0001564590-18-018485_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000004447/000156459018018485/hes-10q_20180630.htm,True
38,0000004447,0000004447,10-Q,2018-03-31,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000004447_2018-03-31_10-Q_0001564590-18-010026_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000004447/000156459018010026/hes-10q_20180331.htm,True
39,0000004447,0000004447,10-Q,2017-09-30,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000004447_2017-09-30_10-Q_0001564590-17-021928_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000004447/000156459017021928/hes-10q_20170930.htm,True
40,0000004447,0000004447,10-Q,2017-06-30,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000004447_2017-06-30_10-Q_0001564590-17-015349_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000004447/000156459017015349/hes-10q_20170630.htm,True
41,0000004447,0000004447,10-Q,2017-03-31,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000004447_2017-03-31_10-Q_0001564590-17-008749_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000004447/000156459017008749/hes-10q_20170331.htm,True
42,0000004447,0000004447,10-Q,2016-09-30,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000004447_2016-09-30_10-Q_0001564590-16-027023_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000004447/000156459016027023/hes-10q_20160930.htm,True
43,0000004447,0000004447,10-Q,2016-06-30,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000004447_2016-06-30_10-Q_0001564590-16-023003_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000004447/000156459016023003/hes-10q_20160630.htm,True
44,0000004447,0000004447,10-Q,2016-03-31,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000004447_2016-03-31_10-Q_0001564590-16-018033_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000004447/000156459016018033/hes-10q_20160331.htm,True
45,0000004447,0000004447,10-Q,2015-09-30,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000004447_2015-09-30_10-Q_0001564590-15-009662_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000004447/000156459015009662/hes-10q_20150930.htm,True
46,0000004447,0000004447,10-Q,2015-06-30,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000004447_2015-06-30_10-Q_0001564590-15-006685_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000004447/000156459015006685/hes-10q_20150630.htm,True
47,0000004447,0000004447,10-Q,2015-03-31,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000004447_2015-03-31_10-Q_0001564590-15-003601_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000004447/000156459015003601/hes-10q_20150331.htm,True
48,0001163739,0001163739,10-K,2019-12-31,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0001163739_2019-12-31_10-K_0001558370-20-001335_filing-details.html,https://www.sec.gov/Archives/edgar/data/0001163739/000155837020001335/nbr-20191231x10k4970cf.htm,True
49,0001163739,0001163739,10-K,2018-12-31,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0001163739_2018-12-31_10-K_0001558370-19-001349_filing-details.html,https://www.sec.gov/Archives/edgar/data/0001163739/000155837019001349/nbr-20181231x10k.htm,True
50,0001163739,0001163739,10-K,2017-12-31,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0001163739_2017-12-31_10-K_0001558370-18-001382_filing-details.html,https://www.sec.gov/Archives/edgar/data/0001163739/000155837018001382/nbr-20171231x10k.htm,True
51,0001163739,0001163739,10-K,2016-12-31,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0001163739_2016-12-31_10-K_0001558370-17-001099_filing-details.html,https://www.sec.gov/Archives/edgar/data/0001163739/000155837017001099/nbr-20161231x10k.htm,True
52,0001163739,0001163739,10-K,2015-12-31,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0001163739_2015-12-31_10-K_0001104659-16-100551_filing-details.html,https://www.sec.gov/Archives/edgar/data/0001163739/000110465916100551/a15-23282_110k.htm,True
53,0001163739,0001163739,10-Q,2020-09-30,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0001163739_2020-09-30_10-Q_0001558370-20-012577_filing-details.html,https://www.sec.gov/Archives/edgar/data/0001163739/000155837020012577/nbr-20200930x10q.htm,True
54,0001163739,0001163739,10-Q,2020-06-30,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0001163739_2020-06-30_10-Q_0001558370-20-009105_filing-details.html,https://www.sec.gov/Archives/edgar/data/0001163739/000155837020009105/nbr-20200630x10q.htm,True
55,0001163739,0001163739,10-Q,2020-03-31,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0001163739_2020-03-31_10-Q_0001558370-20-006056_filing-details.html,https://www.sec.gov/Archives/edgar/data/0001163739/000155837020006056/nbr-20200508x10q.htm,True
56,0001163739,0001163739,10-Q,2019-09-30,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0001163739_2019-09-30_10-Q_0001558370-19-009705_filing-details.html,https://www.sec.gov/Archives/edgar/data/0001163739/000155837019009705/nbr-20190930x10q5c0c24.htm,True
57,0001163739,0001163739,10-Q,2019-06-30,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0001163739_2019-06-30_10-Q_0001558370-19-006710_filing-details.html,https://www.sec.gov/Archives/edgar/data/0001163739/000155837019006710/nbr-20190630x10q.htm,True
58,0001163739,0001163739,10-Q,2019-03-31,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0001163739_2019-03-31_10-Q_0001558370-19-003745_filing-details.html,https://www.sec.gov/Archives/edgar/data/0001163739/000155837019003745/nbr-20190331x10q.htm,True
59,0001163739,0001163739,10-Q,2018-09-30,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0001163739_2018-09-30_10-Q_0001558370-18-008680_filing-details.html,https://www.sec.gov/Archives/edgar/data/0001163739/000155837018008680/nbr-20180930x10q.htm,True
60,0001163739,0001163739,10-Q,2018-06-30,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0001163739_2018-06-30_10-Q_0001558370-18-006117_filing-details.html,https://www.sec.gov/Archives/edgar/data/0001163739/000155837018006117/nbr-20180630x10q.htm,True
61,0001163739,0001163739,10-Q,2018-03-31,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0001163739_2018-03-31_10-Q_0001558370-18-003789_filing-details.html,https://www.sec.gov/Archives/edgar/data/0001163739/000155837018003789/nbr-20180331x10q.htm,True
62,0001163739,0001163739,10-Q,2017-09-30,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0001163739_2017-09-30_10-Q_0001558370-17-008134_filing-details.html,https://www.sec.gov/Archives/edgar/data/0001163739/000155837017008134/nbr-20170930x10q.htm,True
63,0001163739,0001163739,10-Q,2017-06-30,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0001163739_2017-06-30_10-Q_0001558370-17-005863_filing-details.html,https://www.sec.gov/Archives/edgar/data/0001163739/000155837017005863/nbr-20170630x10q.htm,True
64,0001163739,0001163739,10-Q,2017-03-31,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0001163739_2017-03-31_10-Q_0001558370-17-003099_filing-details.html,https://www.sec.gov/Archives/edgar/data/0001163739/000155837017003099/nbr-20170331x10q.htm,True
65,0001163739,0001163739,10-Q,2016-09-30,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0001163739_2016-09-30_10-Q_0001558370-16-009004_filing-details.html,https://www.sec.gov/Archives/edgar/data/0001163739/000155837016009004/nbr-20160930x10q.htm,True
66,0001163739,0001163739,10-Q,2016-06-30,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0001163739_2016-06-30_10-Q_0001558370-16-007247_filing-details.html,https://www.sec.gov/Archives/edgar/data/0001163739/000155837016007247/nbr-20160630x10q.htm,True
67,0001163739,0001163739,10-Q,2016-03-31,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0001163739_2016-03-31_10-Q_0001558370-16-005209_filing-details.html,https://www.sec.gov/Archives/edgar/data/0001163739/000155837016005209/nbr-20160331x10q.htm,True
68,0001163739,0001163739,10-Q,2015-09-30,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0001163739_2015-09-30_10-Q_0001104659-15-076764_filing-details.html,https://www.sec.gov/Archives/edgar/data/0001163739/000110465915076764/a15-18060_110q.htm,True
69,0001163739,0001163739,10-Q,2015-06-30,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0001163739_2015-06-30_10-Q_0001104659-15-056474_filing-details.html,https://www.sec.gov/Archives/edgar/data/0001163739/000110465915056474/a15-12180_110q.htm,True
70,0001163739,0001163739,10-Q,2015-03-31,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0001163739_2015-03-31_10-Q_0001104659-15-033755_filing-details.html,https://www.sec.gov/Archives/edgar/data/0001163739/000110465915033755/a15-9878_110q.htm,True
71,0000008411,0000008411,10-K,2016-09-30,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000008411_2016-09-30_10-K_0000008411-16-000237_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000008411/000000841116000237/atw-2016930x10k.htm,True
72,0000008411,0000008411,10-K,2015-06-30,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000008411_2015-06-30_10-K_0000008411-15-000112_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000008411/000000841115000112/atw-singlesource10k2015930.htm,True
73,0000008411,0000008411,10-Q,2017-06-30,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000008411_2017-06-30_10-Q_0000008411-17-000030_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000008411/000000841117000030/atw-20170630x10q.htm,True
74,0000008411,0000008411,10-Q,2017-03-31,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000008411_2017-03-31_10-Q_0000008411-17-000020_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000008411/000000841117000020/atw-20170331x10q.htm,True
75,0000008411,0000008411,10-Q,2016-12-31,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000008411_2016-12-31_10-Q_0000008411-17-000007_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000008411/000000841117000007/atw-20161231x10q.htm,True
76,0000008411,0000008411,10-Q,2016-06-30,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000008411_2016-06-30_10-Q_0000008411-16-000231_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000008411/000000841116000231/atw-20160630x10q.htm,True
77,0000008411,0000008411,10-Q,2016-03-31,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000008411_2016-03-31_10-Q_0000008411-16-000203_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000008411/000000841116000203/atw-20160331x10q.htm,True
78,0000008411,0000008411,10-Q,2015-12-31,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000008411_2015-12-31_10-Q_0000008411-16-000166_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000008411/000000841116000166/atw-20151231x10q.htm,True
79,0000008411,0000008411,10-Q,2015-06-30,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000008411_2015-06-30_10-Q_0000008411-15-000086_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000008411/000000841115000086/atw-2015630x10q.htm,True
80,0000008411,0000008411,10-Q,2015-03-31,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000008411_2015-03-31_10-Q_0000008411-15-000062_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000008411/000000841115000062/atw-2015331x10q.htm,True
81,0000008411,0000008411,10-Q,2014-12-31,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000008411_2014-12-31_10-Q_0000008411-15-000024_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000008411/000000841115000024/atw-20141231x10q.htm,True
82,0000744187,0000744187,10-K,2020-01-31,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000744187_2020-01-31_10-K_0000930413-20-000944_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000744187/000093041320000944/c95495_10k.htm,True
83,0000744187,0000744187,10-K,2019-01-31,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000744187_2019-01-31_10-K_0000930413-19-001085_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000744187/000093041319001085/c93307_10k.htm,True
84,0000744187,0000744187,10-K,2018-01-31,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000744187_2018-01-31_10-K_0000930413-18-001149_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000744187/000093041318001149/c90758_10k.htm,True
85,0000744187,0000744187,10-K,2017-01-31,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000744187_2017-01-31_10-K_0000930413-17-001219_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000744187/000093041317001219/c87828_10k.htm,True
86,0000744187,0000744187,10-K,2016-01-31,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000744187_2016-01-31_10-K_0000930413-16-006190_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000744187/000093041316006190/c84395_10k.htm,True
87,0000744187,0000744187,10-K,2015-01-31,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000744187_2015-01-31_10-K_0000930413-15-001585_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000744187/000093041315001585/c80752_10k.htm,True
88,0000744187,0000744187,10-Q,2020-10-31,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000744187_2020-10-31_10-Q_0000930413-20-002610_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000744187/000093041320002610/c100715_10q-ixbrl.htm,True
89,0000744187,0000744187,10-Q,2020-07-31,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000744187_2020-07-31_10-Q_0000930413-20-002212_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000744187/000093041320002212/c100393_10qixbrl.htm,True
90,0000744187,0000744187,10-Q,2020-04-30,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000744187_2020-04-30_10-Q_0000930413-20-001541_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000744187/000093041320001541/c95924_10q.htm,True
91,0000744187,0000744187,10-Q,2019-10-31,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000744187_2019-10-31_10-Q_0000930413-19-002922_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000744187/000093041319002922/c94630_10q.htm,True
92,0000744187,0000744187,10-Q,2019-07-31,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000744187_2019-07-31_10-Q_0000930413-19-002435_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000744187/000093041319002435/c94183_10q.htm,True
93,0000744187,0000744187,10-Q,2019-04-30,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000744187_2019-04-30_10-Q_0000930413-19-001819_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000744187/000093041319001819/c93690_10q.htm,True
94,0000744187,0000744187,10-Q,2018-10-31,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000744187_2018-10-31_10-Q_0000930413-18-003498_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000744187/000093041318003498/c92392_10q.htm,True
